Resume,Extraction
"Elijah Patel
555-111-2222
elijah.patel@example.com

Highly motivated Sales Associate with extensive customer service and sales experience. Outgoing sales professional with track record of driving increased sales, improving buying experience and elevating company profile with target market. Consistently recognized for sales performance and excellence in customer service.
Skills
Current trend knowledge Stocking and Replenishing Merchandising Knowledge Sales
Exceptional Customer Service Social perceptiveness Problem-solving skills
Client Service
Clothing/accessories, minor vetranary and Pandora Jewlery product knowledge Excellent people skills
Sales expertise
Sales training
Cash Handling Multi-tasking strength Cash register operation
Education
University of Scranton City , State Expected in 05/2024 Bachelor of Science : Psychology And Political Science Work History
Company Name - Sales Associate
City , State 02/2020 - Current
Engaged with customers to effectively build rapport and lasting relationships.
Delivered high level of assistance by locating products and checking store system for merchandise at other sites.
Educated customers on promotions to enhance sales.
Completed orders through store provided system system and organized product deliveries to meet customer timetables.
Applied security and loss prevention training toward recognizing risks and reducing store theft.
Maintained customer satisfaction while handling product returns quickly and professionally.
Liaised with customers and recommended specific products and specials, aligning with individual needs, requirements and specifications. Provided positive first impressions to welcome existing, new and potential customers.
Answered customer questions regarding sizing and accessories and explained how to properly care for merchandise.
Maintained records related to sales, returns and inventory availability.
Evaluated inventory and delivery needs, optimizing strategies to meet customer demands.
Processed product returns and assisted customers with other selections.
Worked alongside retail representatives to boost sales by enhancing product presentations and advertising collateral.
Educated associates on market trends and stayed up-to-date on forecasts and Pandora news.
Tracked stock using company inventory management software.
Prepared merchandise for sales floor by pricing or tagging.
Analyzed and properly processed product returns, assisting customers with finding alternative merchandise to meet needs.
Maintained organized, presentable merchandise to drive continuous sales.
Implemented up-selling strategies such as recommending accessories and complementary purchases to boost revenue.
Solved customer challenges by offering relevant Jewelry products and services.
Prepared cash deposits up to $500 with zero discrepancies.
Company Name - Sales Associate City , State 08/2019 - 08/2020
Engaged with customers to effectively build rapport and lasting relationships.
Delivered high level of assistance by locating products and checking store system for merchandise at other sites.
Educated customers on promotions to enhance sales.
Developed, marketed and sold full range of clothing products, including Champion and Nike.
Completed orders through Untipro system and organized product deliveries to meet customer timetables.
Applied security and loss prevention training toward recognizing risks and reducing store theft.
Trained and developed new sales team associates in products, selling techniques and company procedures.
Maintained customer satisfaction while handling product returns quickly and professionally.
Liaised with customers and recommended specific products and specials, aligning with individual needs, requirements and specifications.
Provided positive first impressions to welcome existing, new and potential customers.
Answered customer questions regarding sizing and accessories and explained how to properly care for merchandise. Worked alongside retail representatives to boost sales by enhancing product presentations and advertising collateral. Educated associates on market trends and stayed up-to-date on forecasts and Pacsun news.
Maintained organized, presentable merchandise to drive continuous sales.
Company Name - Veterinary Technician City , State 09/2018 - 08/2019
Assessed paws, ears and eyes for injuries or infections as part of initial evaluation.
Maintained daily progress records, surgery logs, x-ray logs, Drug Enforcement Administration logs and routine records.
Cleaned and disinfected exam areas, equipment and kennels to prevent spread of disease, control odors and maintain healthy environment. Interacted with clients regarding animal health, questions and concerns, education on treatment protocol and general procedures.
Assisted veterinarian with wound treatment, administration of vaccines and operations.
Assisted Dr. Fanning in performing basic exams and tests such as fecal and blood analysis for all species of patients.
Monitored urine and fecal output, completed weight checks and observed appetite during feeding.
Administered oral or topical medications to boarding patients as specified by veterinarian in animal's medical record.
Greeted pet owners and performed intakes to go over array of available services, outline costs and determine special needs of animal while in care.
Administer medications, vaccines, and treatments as instructed by veterinarian.
Conducted preliminary patient workups including gathering patient history information, description of symptoms from owner, and documenting presenting condition.
Prepared surgical instrument packs and drapes for use in sterile environments by processing in autoclave under high pressure and high temperature conditions.
Collected specimens from patients for laboratory analysis for parasites, blood analysis and culture.
Processed new patients and updated client records with key information using hospital provided software.
Carefully clipped nails and trimmed hair around pads and paws, using gentle approach for anxious pets.","{""Location"": ""City , State "", ""Gender"": ""Male"", ""Education"": ""Bachelor of Science : Psychology And Political Science, University of Scranton, City , State"", ""Top Skills"": ""Current trend knowledge, Stocking and Replenishing, Merchandising Knowledge, Sales, Exceptional Customer Service, Social perceptiveness, Problem-solving skills, Client Service, Clothing/accessories, minor vetranary and Pandora Jewlery product knowledge, Excellent people skills, Sales expertise, Sales training, Cash Handling, Multi-tasking strength, Cash register operation "", ""area of expertise"": ""Sales Associate""}"
"Sofia Reyes
555-222-3333
sofia.reyes@example.com

SALES ASSOCIATE
Summary
My goal is to become associated with a company where i can utilize my skills and gain further experience while enhancing the company's productivity and reputation.
Experience
12/2014 to 02/2015
Sales Associate Company Name ï1⁄4​ City , State
Manage store alone (3rd shift) Stock items/coolers thoroughly Clean parking lot Sweep/mop store.
05/2012 to 09/2012
Dishwasher/cook Company Name ï1⁄4​ City , State Cooked and Cleaned working out of a Hawaiian food cart 01/2010 to 05/2015
Landscaper Company Name ï1⁄4​ City , State
Customer service Worked as Landscaper in Preston's Tree Service from Jan 2010 to May 2015 Role :Concrete/Pavements Roofing Yard maintenance Trim and cut trees Pressure wash.
Education
2013
Diploma David Douglas High School 3.0
Skills
Excellent Customer service, Customer service, Works, Fast learner, Roofing","{""Location"": ""City , State "", ""Gender"": ""Female"", ""Education"": ""Diploma David Douglas High School 3.0"", ""Top Skills"": ""Excellent Customer service, Customer service, Works, Fast learner, Roofing "", ""area of expertise"": ""Sales Associate""}"
"Lucas Bennett
555-333-4444
lucas.bennett@example.com

SENIOR SALES ASSISTANT/ SALES SUPPORT
Skills
ads, attention to detail, customer service, data base, inventory, office, presentations, quality control, sales, phones Experience
Senior Sales Assistant/ Sales Support , 01/2006 to 01/2012 Company Name ï1⁄4​ City , State
Accurately monitored and evaluated ads for specifications and standards compliance.
Provided high standard of service and attention to detail.
Quickly and effectively solve customer challenges.
Maintain quality control/satisfaction records, constantly seeking new ways to improve customer service. Answered multi-line phones.
Maintained inventory of office supplies.
Managed all aspects of daily office operations.
Created and edited memos, correspondence and directory reports for management evaluations and presentations.
Box Office Manager , 01/2003 to 01/2006 Company Name ï1⁄4​ City , State
Managed all aspects of ticket sales.
Maintained data base of all season ticket holders, answered multi-line phones, and kept an inventory of all supplies. Organized volunteers to work in the box office to help with ticket sales for concerts.
Education and Training
High School Diploma : 1985 Northwood High School ï1⁄4​ City , State","{""Location"": ""City , State "", ""Gender"": ""Male"", ""Education"": ""High School Diploma : 1985 Northwood High School , City , State "", ""Top Skills"": ""ads, attention to detail, customer service, data base, inventory, office, presentations, quality control, sales, phones "", ""area of expertise"": ""Senior Sales Assistant/ Sales Support""} "
"Amelia Ross
555-444-5555
amelia.ross@example.com

SALES SPECIALIST
Objective
To obtain a position in a challenging environment that presents the opportunities for growth and knowledge; where I can maximize and apply my work ethic, time management skills, management techniques, quality assurance skills, and scientific knowledge.
Education
Bachelor of Science : Biology , May 2016 University of Houston ï1⁄4​ City , State Minor in Health Science
Experience
Sales Specialist
December 2014 to Current Company Name ï1⁄4​ City , State
Processed sales, payments, credits, refunds and exchanges in a high volume environment. Assisted customers in person/ remotely with IT setup, including data migration and app installation. Introduce corporate and small businesses to IT repair, device management, and financing services.
Vice President
May 2014 to Current Company Name ï1⁄4​ City , State
Negotiated relationships with sponsors, clients, and external organization on marketing initiatives. Organized and implemented community events/ fundraisers, with over 500 people in attendance. Established multiple $1,000 scholarships, while retaining sizable account balance for next administration.Â
Lab Assistant
September 2013 to January 2014 Company Name ï1⁄4​ City , State
Maintained highly detailed records of all procedures, methods, and materials utilized on specimens. Demonstrated leadership skills while coordinating a diverse team tasked with independent asssignments. Technical skills manipulating sensitive model organisms, hazardous materials, and fine tuned equipment. Â
Qualifications
3 years of experience within Sales, IT, and ConsultingÂ Â
Apple CRM: proprietary CRM software used to organize client information, track leads, and finalize sales SAP Inventory Management: Software to track product movement, catalog merchandise, and audit for lossÂ iOSdm Hub & Jamf: device management platform to maintain functionality, and push software updates Conducted research on model organism, fruit fly ( Drosophila, melanogaster)
Skills
Bilingual (Bangla & English)
Staff mentoring and development Motivated and self-driven business acumen Strong customer service experienceÂ Exceeds performance and sales quotas","{""Location"": ""City , State "", ""Gender"": ""Female"", ""Education"": ""Bachelor of Science : Biology , May 2016 University of Houston , City , State , Minor in Health Science"", ""Top Skills"": ""Sales, IT, Consulting, Apple CRM, SAP Inventory Management, iOSdm Hub & Jamf, Research, Bilingual, Staff mentoring and development, Motivated and self-driven business acumen, Strong customer service experience, Exceeds performance and sales quotas"", ""area of expertise"": ""Sales Specialist""} "
"Gabriel Murphy
555-555-6666
gabriel.murphy@example.com

SALES CONSULTANT
Summary
A current sophomore majoring in sociology whom enjoys working and interacting with people. Technologically savvy, a quick learner, and a strong work ethic ensures great leadership as well as a great team member. Always willing to put best effort into work to accomplish goals with a friendly and positive attitude that contributes to a pleasant work environment.Â
Experience
Company Name City , State Sales Consultant 07/2017 to 08/2017
Processed customer payments with an uplifting and friendly attitude.
Addressed and eliminated customer issues as well as ensured a welcoming and clean environment Assisted customers with purchases to fulfill targeted company goals
Company Name City , State Facilitator 07/2017
Facilitated conversations about Native American history and identity.
Served as a college mentor and advisor for Native American high school students.
Interacted and built relationships with students in week-long programs at various reservations.
Company Name City , State Intern 06/2015 to 12/2015
Educated several native communities on healthcare benefits.
Cooperated with fellow interns at community-based events to create and execute company goals.Â Approached and interacted with individuals to discuss healthcare options.
Education
High School Diploma 2016 Tse' Yi' Gai High School , City , State , United States
Certifications: Valedictorian
Extracurricular Involvement: Student Council, Peer Helper, Honor Society, Athletics, Native American ClubÂ Recipient of National College Prep Scholar, Quest Bridge
â€‹
Columbia University , City , State , United States
Graduation expected in May 2020
Leadership
Mentor , Columbia Mentoring Initiative, Sept. 2017-PresentÂ
Serve as a guide and motivator for a first-year Columbia College student in the Indigenous family group. Discuss and create personal, mentorship, and academic goals.
Attend bonding events with mentee to ensure a healthy mental and physical well-being.
Powwow Chair , Native American Council at Columbia University, Apr. 2017-Present Co-President , Native American Heritage Month, Apr. 2017-Dec. 2017
Responsible for planning and organizing month-long events that represent Native American identity and also the annual university powwow.Â
Engage in weekly meetings to discuss event planning with peers and advisors.Â
Use leadership abilities to execute events in a timely and organized manner.
Skills
Critical Thinking
Goal Setting and Implementation
Teamwork Skills
Proficient with MS Word, Excel, and PowerPoint","{""Location"": ""City , State "", ""Gender"": ""Male"", ""Education"": ""High School Diploma 2016 Tse' Yi' Gai High School , City , State , United States, Columbia University , City , State , United States"", ""Top Skills"": ""Critical Thinking, Goal Setting and Implementation, Teamwork Skills, Proficient with MS Word, Excel, and PowerPoint "", ""area of expertise"": ""Sales Consultant""}"
"Isabella Gray
555-666-7777
isabella.gray@example.com

SALES ASSOCIATE
Career Focus
I am a dedicated, hardworking woman. I am trying to provide for a growing family. I am great with people, and handle myself well in difficult situations. I am looking to eventually go back to school and better my own life as well. As for now I am seeking any type of employment to be able to provide for the daily needs of myself and my children.
Skills
Speaking
Sales and Marketing
Customer and personal Service Active Listening
Critical Thinking
Reading Comprehension English Language
Judgement and Decision Making Social Perceptiveness Persuasion
Clerical
Coordination
Monitoring
Time Management
Negotiation
Mathematics
Service Oriented
Food Production
Active Learning
Learning Strategies
Instructing
Production and Processing
Education and Training
June 2011 Stanhope Elmore High School ï1⁄4​ City , State GED
Work Experience
Sales Associate , 11/2015 ï1⁄4​ 12/2015 Company Name ï1⁄4​ City , State
Greet customers and ascertain what each customer wants or needs.
Recommend, select, and help locate or obtain merchandise based on customer needs and desires.
Answer questions regarding the store and its merchandise.
Maintain knowledge of current sales and promotions, policies regarding payment and exchanges, and security practices.
Place special orders or call other stores to find desired items.
Open and close cash registers, performing tasks such as counting money, separating charge slips, coupons, and vouchers, balancing cash drawers, and making deposits.
Watch for and recognize security risks and thefts, and know how to prevent or handle these situations.
Inventory stock and requisition new stock.
Ticket, arrange and display merchandise to promote sales.
Exchange merchandise for customers and accept returns.
Bag or package purchases, and wrap gifts.
Clean shelves, counters, and tables.
Server/Server Assistant , 08/2011 ï1⁄4​ 01/2012 Company Name ï1⁄4​ City , State
Check with customers to ensure that they are enjoying their meals and take action to correct any problems.
Collect payments from customers.
Write patrons' food orders on order slips, memorize orders, or enter orders into computers for transmittal to kitchen staff. Prepare checks that itemize and total meal costs and sales taxes.
Take orders from patrons for food or beverages.
Serve food or beverages to patrons, and prepare or serve specialty dishes at tables as required.
Present menus to patrons and answer questions about menu items, making recommendations upon request.
Clean tables or counters after patrons have finished dining.
Roll silverware, set up food stations or set up dining areas to prepare for the next shift or for large parties.
Inform customers of daily specials.
Explain how various menu items are prepared, describing ingredients and cooking methods.
Prepare tables for meals, including setting up items such as linens, silverware, and glassware.
Stock service areas with supplies such as coffee, food, tableware, and linens.
Remove dishes and glasses from tables or counters, take them to kitchen for cleaning.
Assist host or hostess by answering phones to take reservations or to-go orders, and by greeting, seating, and thanking guests.
Perform cleaning duties, such as sweeping and mopping floors, vacuuming carpet, tidying up server station, taking out trash, or checking and cleaning bathroom.
Perform food preparation duties such as preparing salads, appetizers, and cold dishes, portioning desserts, and brewing coffee.
Escort customers to their tables.
Fill salt, pepper, sugar, cream, condiment, and napkin containers.
Garnish and decorate dishes in preparation for serving.
Provide guests with information about local areas, including giving directions.
Sales Associate , 01/2011 ï1⁄4​ 05/2014 Company Name ï1⁄4​ City , State
Use computers for various applications, such as database management or word processing.
Answer telephones and give information to callers, take messages, or transfer calls to appropriate individuals.
Receive payment by cash, check, credit cards, vouchers, or automatic debits.
Issue receipts, refunds, credits, or change due to customers.
Assist customers by providing information and resolving their complaints.
Count money in cash drawers at the beginning of shifts to ensure that amounts are correct and that there is adequate change.
Establish or identify prices of goods, services or admission, and tabulate bills using calculators, cash registers, or optical price scanners. Greet customers entering establishments.
Answer customers' questions, and provide information on procedures or policies.
Sell tickets and other items to customers.
Calculate total payments received during a time period, and reconcile this with total sales.
Monitor checkout stations to ensure that they have adequate cash available and that they are staffed appropriately.
Assist with duties in other areas of the store, such as monitoring fitting rooms or bagging and carrying out customers' items.
Maintain clean and orderly checkout areas and complete other general cleaning duties, such as mopping floors and emptying trash cans. Sort, count, and wrap currency and coins.
Stock shelves, and mark prices on shelves and items.
Request information or assistance using paging systems.
Compute and record totals of transactions.
Compile and maintain non-monetary reports and records.
Offer customers carry-out service at the completion of transactions.
Recommend products to customers, based on customers' needs and interests.
Answer customers' questions about products, prices, availability, product uses, and credit terms.
Train customers' employees to operate and maintain new equipment.
Pack customer purchases in bags or cartons.
Stock shelves, racks, cases, bins, and tables with new or transferred merchandise.
Stamp, attach, or change price tags on merchandise, referring to price list.
Receive, open, unpack and issue sales floor merchandise.
Clean display cases, shelves, and aisles.
Design and set up advertising signs and displays of merchandise on shelves, counters, or tables to attract customers and promote sales.","{""Location"": ""City , State "", ""Gender"": ""Female"", ""Education"": ""June 2011 Stanhope Elmore High School , City , State GED"", ""Top Skills"": ""Speaking, Sales and Marketing, Customer and personal Service, Active Listening, Critical Thinking, Reading Comprehension English Language, Judgement and Decision Making, Social Perceptiveness, Persuasion, Clerical, Coordination, Monitoring, Time Management, Negotiation, Mathem atics, Service Oriented, Food Production, Active Learning, Learning Strategies, Instructing, Production and Processing, Education and Training "", ""area of expertise"": ""Sales Associate""}"
"Matthew Richardson
555-777-8888
matthew.richardson@example.com

SALES
Summary
To obtain a position where I can utilize my skills and work in an environment that will enhance my knowledge and career.Â Great organization and communication skills that will aid in excellent customer service and satisfaction.
Highlights
Bi-lingualÂ
Multi-line system expert Superior communication skills Data entry
Claims expert
Install coordinator
Proficient in ordering materials Payroll
Cheerful and energetic Effective team player Superior organization skills Dependable and reliable Goal oriented
Self motivated
Experience
Sales 03/2016 to Current Company Name City , State
Managing job after sale to completion of install Handling claims
Invoices
Ordering material
Exchanges and returns
Track down custom orders to make sure they arrive on time
Up-selling customers on special materialsManaged wide variety of customer services and administrative tasks to resolve customer issues quickly and efficiently
Install Sales Coordinator 03/2014 to 03/2016 Company Name City , State
Managing job after sale to completion of install Handling claims
Invoices
Installer payroll
Ordering material
Exchanges and returns
Track down custom orders to make sure they arrive on time
Up-selling customers on special materials
Managed wide variety of customer services and administrative tasks to resolve customer issues quickly and efficiently
Keyholder/Sales Associate/Copy Center Supervisor 03/2008 to 12/2013 Company Name City , State
Open/close the store in place of manager.
Handle customer ""issues"" in a professional manner.
Match customers with the absolute best solution to meet their needs.
Complete customer orders in a timely manner.
Manage & help all departments of the store reach an exceed sales budgets & goals. Train all new associates in correct policy and procedure.
Prepare deposit for previous day of business.
Cashier/ Customer Services 01/2006 to 03/2014 Company Name City , State
Responsibilities Customer service.
Meet & exceed sales goals.
Help customer find solutions for his/her business or home. Re-stock and clean front end at the end of shift.
Skills
Education
Business, Freshman Truckee Meadows Community College City , State Business, Freshman
Bi-lingual
Excellent communication skills
Outstanding people skills
Creative, insightful, innovative, assertive Leadership- result oriented and goals achiever Efficient under pressure
Proficient phone skills
High School Diploma 2007 West High School City , State","{""Location"": ""City , State "", ""Gender"": ""Male"", ""Education"": ""High School Diploma 2007 West High School City , State"", ""Top Skills"": ""Sales, Install Sales Coordinator, Keyholder/Sales Associate/Copy Center Supervisor, Cashier/ Customer Services, Bi-lingual, Multi-line system expert, Superior communication skills, Data entry, Claims expert, Install coordinator, Proficient in ordering materials, Payroll, Cheerful and energetic, Effective team player, Superior organization skills, Dependable and reliable, Goal oriented, Self motivated "", ""area of expertise"": ""Sales""}"
"Chloe Peterson
555-888-9999
chloe.peterson@example.com

SALES ADVISOR
Career Overview
Motivated customer service specialist with over 30 years of retail experience in a fast-paced, team-based environment. Core Strengths
Creative problem solver MS Windows proficient Quick learner Trusted key holder Exceptional communication skills Work Experience
01/2011 to Current
Sales Advisor Company Name ï1⁄4​ City , State
Prepare, present, and encourage sales of specific items: food- hot and cold; household items- air freshners, detergents, etc.; and appliances- coffee makers, soda machines, etc.
Have successfully met and exceeded sales' goals.
Have also 'Sold out' of featured products on occasion.
Greeted customers entering the store to ascertain what each customer wanted or needed. Described product to customers and accurately explained details and care of merchandise.
01/2008 to 01/2009
Cardiac Care Assistant Company Name ï1⁄4​ City , State
Performed pacemaker tests over the phone.
Handled over forty calls per day.
Helped patient and/or assisting agent to relax so that test could be conducted properly.
Patients' ages and circumstances varied.
Responsible to give proper instructions so that resulting test was adequate for final review by a doctor.
01/2003 to 01/2005
Analyst Company Name ï1⁄4​ City , State
Instituted system to manage subscribers' accounts for receipt of eclectic journals.
Did investigative work to locate publishers for delinquent shipments or missing issues.
Researched subscribers' original orders to verify correct payment sent to and received by publisher.
Educational Background
1974
Bachelors Degree : Biology Dillard University ï1⁄4​ City , State Biology
Personal Information
From 1986 to present I am engaged in a volunteer work that involves public contact, public speaking and extensive record keeping. I spend over 70 hours per month in this work, and interface with a variety of people from diverse backgrounds. Additional Information Additional Information: From 1986 to present I am engaged in a volunteer work that involves public contact, public speaking and extensive record keeping. I spend over 70 hours per month in this work, and interface with a variety of people from diverse backgrounds.
Additional Information
Personal Information From 1986 to present I am engaged in a volunteer work that involves public contact, public speaking and extensive record keeping. I spend over 70 hours per month in this work, and interface with a variety of people from diverse backgrounds. Additional Information Additional Information: From 1986 to present I am engaged in a volunteer work that involves public contact, public speaking and extensive record keeping. I spend over 70 hours per month in this work, and interface with a variety of people from diverse backgrounds.
Skills
communication skills, Creative problem solver, publisher, MS Windows, Quick learner, sales, phone","{""Location"": ""City , State "", ""Gender"": ""Female"", ""Education"": ""Bachelors Degree : Biology Dillard University , City , State"", ""Top Skills"": ""communication skills, Creative problem solver, publisher, MS Windows, Quick learner, sales, phone "", ""area of expertise"": ""Sales Advisor""}"
"Daniel Cooper
555-999-0000
daniel.cooper@example.com

SALES ASSOCIATE
Professional Summary
Sales professional offering nearly 4 years experience in sales and sales management in a retail setting. Specializes in men and women's wear, with emphasis in building a solid customer base.
Skill Highlights
High-end fashion knowledge Superb sales professional
Loss prevention comprehension Ability to mediate disputes Listening skills
Reliable and punctualÂ Compelling leadership skills
Achievements
Customer service oriented Cash handling accuracy Retail merchandising expertise Excellent communication skills Energetic
Bilingual in English and Spanish
Developed highly effective sales training strategies as Sales Manager.
Lead management team to exceed monthly store sales goal multiple times as Sales Manager. Earned an achievement in Sales for Management, averaging 20% of the stores sales per month. Lead several departments as the top salesperson by surpassing periodical goals
Sold high end product & merchandise to elite celebrities and continued service beyond the store.
Experience
Sales Associate Nov 2016 to Mar 2017 Company Name ï1⁄4​ City , State
Described merchandise and services to customers. Responded to safety and loss prevention incidents. Organized in-store promotional events. Maintained store in clean and neat manner. Completed special client deliveries in person. Evaluated transactions for suspected fraud.
Sales Associate/Brand Ambassador (TOPMAN) Feb 2016 to Nov 2016 Company Name ï1⁄4​ City , State
Opened credit & debit cards to customers.
Described merchandise and services to customers.
Opened and closed the store, which included counting cash drawers and making bank deposits.
Collaborated with customer service team members to give exceptional service throughout the entire shopping and purchasing experience. Maintained department in clean and neat manner
Arranged items in favorable positions and areas of the store for optimal sales.
Consulted with customers on the latest styles and trends.
Sales Manager/Supervisor Feb 2014 to Feb 2016 Company Name ï1⁄4​ City , State
Computed sales prices, total purchases and processed payments.
Maintained knowledge of current promotions, policies regarding payment and exchanges, and security practices. Operated a cash register to process cash and credit card transactions.
Guided customers in choosing items that reflected personal style and shape.
Explained information about the quality, value and style of products to Influence customer buying decisions. Balanced the needs of multiple customers simultaneously in a fast-paced retail environment.
Resolved customer complaints by exchanging merchandise, refunding money and adjusting bills.
Shared product knowledge with customers while making personal recommendations.
Maintained friendly and professional customer interactions.
Trained in negotiations and time management.
Visual Merchandiser / Sales Associate Aug 2013 to Jan 2014 Company Name ï1⁄4​ City , State
Designed displays to make the store experience interactive and engaging. Displayed the appropriate signage for products and sales promotions. Recommended and helped customers select merchandise based on their needs. Exchanged returned merchandise for customers quickly and efficiently.
Informed customers about sales and promotions in a friendly and engaging manner.
Sales / Cashier Associate / Stock Person Mar 2013 to Aug 2013
Company Name ï1⁄4​ City , State
Received and processed cash and credit payments for in-store purchases. Worked as a team member to provide the highest level of service to customers. Verified that all merchandising standards were maintained on a daily basis.","{""Location"": ""City , State "", ""Gender"": ""Male"", ""Education"": ""N/A"", ""Top Skills"": ""High-end fashion knowledge, Superb sales professional, Loss prevention comprehension, Ability to mediate disputes, Listening skills, Reliable and punctual, Compelling leadership skills, Achievements, Customer service oriented, Cash handling accuracy, Retail merchandising expertise, Excellent communication skills, Energetic, Bilingual in English and Spanish, Sales, Cashier, Stock"", ""area of expertise"": ""Sales Associate""} "
"Hannah Ward
555-000-1111
hannah.ward@example.com

SALES
Summary
I am clearly a loyal and friendly dedicated individual who has an ambition to succeed in any given environment. Although I have extensive experience in the Perishable Meats and seafood industry. I love to learn, and am always up to a challenge whatever the situation. I get along well with others, whilst also working efficiently on my own. I am seeking a position where I can develop and excel while giving my best to an employer. Skills
literate, MS Excel,Microsoft Word, AS400. Experience
Company Name May 2004 to August 2007 Sales City,State
Responsible for sales and marketing Fresh meat products and keeping accounts in balance. Responsible for resets,new store openings.
Company Name April 1997 to May 2004 sales and marketing City,State
Responsible for ,Package meat products and keeping accounts in. balance.
Responsible for cost effective advertising.
Lines, Sunnyland Foods, Lykes, Ball.
Park, Tennessee Pride, Foster Farms Corn Dogs, Gwaltney, etc.
Company Name February 1972 to March 1996 Key Account Sales Representative City,State
Promote and market Sunnyland products in Georgia, South Carolina, And Florida. Received.
company's highest sales award 1974,1978,1983,1985,and 1988.
Education and Training
Management Training Programs at Florida State - Dudley M. Hughes, Macon, Georgia May, 1966 - Jul, 1968) Graduated 2 years of accounting and Bookkeeping,1967,1968 Management Training Programs at Florida State University, Principles and Methods of Persuasive Communications, Effective Human Relations as applied to sales
Skills
accounting, advertising, AS400, balance, Bookkeeping, Computer literate, Human Relations, Management Training, marketing, market, MS Excel, Microsoft Word, Persuasive, sales","{""Location"": ""City,State "", ""Gender"": ""Female"", ""Education"": ""Management Training Programs at Florida State - Dudley M. Hughes, Macon, Georgia May, 1966 - Jul, 1968, Graduated 2 years of accounting and Bookkeeping,1967,1968"", ""Top Skills"": ""accounting, advertising, AS400, balance, Bookkeeping, Computer literate, Human Relations, marketing, market, MS Excel, Microsoft Word, Persuasive, sales "", ""area of expertise"": ""Sales""}"
